Conjunto,MSE,MAE,R2,Bias,RMSE,SE
Validação,0.785649104220445,0.6693253402151301,0.2211925462884725,0.3865993053173468,0.8863684923441519,0.8036350695467356
Teste,1.0445796185802776,0.8634700014114424,0.21298283208023205,-0.8004453738144451,1.0220467790567502,0.6399649109284063
